"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
1.920736412E0,-4.320488870E-1,-1.578928471E0,-8.374977112E-1
1.925766725E0,-4.500146210E-1,-1.541082382E0,-7.736110687E-1
1.930796985E0,-4.494858980E-1,-1.466437340E0,-7.536616325E-1
1.935827350E0,-4.475650191E-1,-1.436244011E0,-7.154650688E-1
1.940857662E0,-4.756018519E-1,-1.407757759E0,-7.089505196E-1
1.945887923E0,-4.998405576E-1,-1.338025570E0,-7.172808647E-1
1.950935475E0,-5.369638801E-1,-1.289327621E0,-7.093238831E-1
1.955965787E0,-5.249831676E-1,-1.252177715E0,-7.973122597E-1
1.960996100E0,-4.947149754E-1,-1.247892857E0,-8.903412819E-1
1.966026412E0,-4.983639121E-1,-1.297930241E0,-9.859972000E-1
1.971056725E0,-4.809323549E-1,-1.332855701E0,-9.767618179E-1
1.976087037E0,-4.307633340E-1,-1.319382668E0,-8.914732933E-1
1.981109068E0,-4.436483681E-1,-1.279134750E0,-9.119153023E-1
1.986139381E0,-4.543757439E-1,-1.262874126E0,-9.036426544E-1
1.991169693E0,-4.431836009E-1,-1.227781773E0,-8.976259232E-1
1.996200006E0,-4.549082518E-1,-1.214952469E0,-9.007267952E-1
2.001230318E0,-4.766610861E-1,-1.198396206E0,-9.103031158E-1
2.006260579E0,-5.157157183E-1,-1.168691635E0,-8.378272057E-1
2.011283079E0,-5.102427006E-1,-1.092541695E0,-8.004775047E-1
2.016313391E0,-5.325701833E-1,-1.015604973E0,-8.290901184E-1
2.021343704E0,-6.139875650E-1,-9.571108818E-1,-8.349847794E-1
2.026373964E0,-6.710591316E-1,-9.242186546E-1,-8.898520470E-1
2.031404277E0,-7.115788460E-1,-9.143853188E-1,-8.765215874E-1
2.036434589E0,-7.434973717E-1,-8.534340858E-1,-8.883543015E-1
2.041470787E0,-8.366432190E-1,-8.150725365E-1,-9.495377541E-1
2.046501048E0,-9.122147560E-1,-7.223606110E-1,-1.005301476E0
2.051531412E0,-9.728483558E-1,-6.685109138E-1,-9.458203316E-1
2.056561725E0,-1.002179861E0,-5.764174461E-1,-9.486155510E-1
2.061592037E0,-1.100797892E0,-5.079650879E-1,-1.047243595E0
2.066622298E0,-1.177668929E0,-4.506020546E-1,-1.096134186E0
2.071649589E0,-1.218168497E0,-4.443311691E-1,-1.167583466E0
2.076679902E0,-1.260400653E0,-4.194502831E-1,-1.147067070E0
2.081710214E0,-1.236901999E0,-4.331474304E-1,-1.125808716E0
2.086740475E0,-1.195283294E0,-4.350657463E-1,-1.115840435E0
2.091770839E0,-1.170959473E0,-3.701572418E-1,-1.059897900E0
2.096801100E0,-1.127785921E0,-3.176517487E-1,-1.046358109E0
2.101854068E0,-1.105974317E0,-2.945294380E-1,-1.034289360E0
2.106884381E0,-1.030832291E0,-2.648777962E-1,-9.854755402E-1
2.111914693E0,-9.550431371E-1,-2.002396584E-1,-8.616123199E-1
2.116945006E0,-8.665097952E-1,-1.536474228E-1,-7.462272644E-1
2.121975318E0,-7.244382501E-1,-9.923934937E-2,-6.532745361E-1
2.127005579E0,-6.053529978E-1,-8.756065369E-2,-5.179095268E-1
2.132013600E0,-5.017302036E-1,-4.484891891E-2,-4.785218239E-1
2.137043912E0,-5.038901567E-1,2.396154404E-2,-4.966058731E-1
2.142074225E0,-4.559544623E-1,4.896450043E-2,-4.306225777E-1
2.147104485E0,-4.131829739E-1,1.041769981E-1,-3.093099594E-1
2.152134850E0,-4.455490112E-1,1.894078255E-1,-1.995840073E-1
2.157165110E0,-5.033202171E-1,3.211569786E-1,-1.896848679E-1
2.162194329E0,-6.034050584E-1,4.154324532E-1,-2.003121376E-1
2.167224537E0,-6.237040758E-1,5.176153183E-1,-1.190109253E-1
2.172254798E0,-6.673932672E-1,6.036286354E-1,1.351404190E-2
2.177285006E0,-6.084225178E-1,6.760687828E-1,7.038497925E-2
2.182315266E0,-5.738471746E-1,6.963925362E-1,8.312463760E-2
2.187345475E0,-5.392462015E-1,6.886153221E-1,8.767127991E-2
2.192387350E0,-4.710557461E-1,6.815023422E-1,1.413884163E-1
2.197417558E0,-3.502134681E-1,6.871027946E-1,2.082409859E-1
2.202447818E0,-2.579320669E-1,6.168117523E-1,1.879420280E-1
2.207478027E0,-2.365271747E-1,5.447659492E-1,1.070671082E-1
2.212508287E0,-2.063875347E-1,5.422124863E-1,6.649160385E-2
2.217538495E0,-2.151588500E-1,4.989843369E-1,1.361799240E-2
2.222567245E0,-2.270290554E-1,4.750804901E-1,-7.312440872E-2
2.227597454E0,-3.356115818E-1,4.395742416E-1,-1.531267166E-1
2.232627714E0,-4.483181238E-1,4.192414284E-1,-1.502304077E-1
2.237657923E0,-4.921112955E-1,5.124812126E-1,-8.403968811E-2
2.242688183E0,-4.948390424E-1,5.405082703E-1,-1.751112938E-1
2.247718391E0,-5.571540594E-1,4.828629494E-1,-2.637009621E-1
2.252750006E0,-5.002105832E-1,6.460247040E-1,-9.198141098E-2
2.257780214E0,-4.666404724E-1,7.098398209E-1,-2.011842728E-1
2.262810475E0,-5.466198921E-1,7.135658264E-1,-3.308749199E-1
2.267840683E0,-5.025051236E-1,8.371839523E-1,-2.282190323E-1
2.272870943E0,-4.539630413E-1,9.207525253E-1,-1.451334953E-1
2.277901152E0,-3.986530304E-1,9.524769783E-1,2.000808716E-3
2.282928600E0,-3.387138247E-1,1.033085346E0,1.650128365E-1
2.287958808E0,-2.375875115E-1,1.114483833E0,2.794556618E-1
2.292989068E0,-1.278557181E-1,1.179584026E0,4.150123596E-1
2.298019277E0,7.760265470E-2,1.220643997E0,5.051860809E-1
2.303049537E0,3.079323471E-1,1.222774029E0,6.652741432E-1
2.308079745E0,4.899134040E-1,1.228473186E0,9.912042618E-1
2.313105683E0,7.243068218E-1,1.265360355E0,1.239705086E0
2.318135891E0,8.613362312E-1,1.265495777E0,1.316098213E0
2.323166152E0,9.553651214E-1,1.232586861E0,1.331614971E0
2.328196360E0,1.040866852E0,1.177682877E0,1.370832443E0
2.333226620E0,1.067929745E0,1.073808670E0,1.467791557E0
2.338256829E0,1.023857236E0,1.018481255E0,1.567989826E0
2.343290995E0,9.810272455E-1,9.660410881E-1,1.664525986E0
2.348321204E0,8.276382089E-1,9.143090248E-1,1.623520851E0
2.353351464E0,6.321295500E-1,8.778538704E-1,1.595778465E0
2.358381673E0,5.437288284E-1,9.645676613E-1,1.607375145E0
2.363411933E0,4.100511074E-1,1.038492680E0,1.543120384E0
2.368442141E0,2.856518626E-1,1.037907124E0,1.374204636E0
2.373482454E0,2.778834701E-1,9.299850464E-1,1.210426331E0
2.378512662E0,4.317046702E-1,7.658991814E-1,1.149142742E0
2.383542923E0,3.095089197E-1,7.017483711E-1,9.290442467E-1
2.388573131E0,1.130785942E0,3.868770599E-1,1.293015957E0
2.393603391E0,1.305176973E0,-6.449079514E-2,9.143991470E-1
2.398633600E0,1.403336167E0,-2.324190140E-1,5.176601410E-1
2.403652454E0,1.616975188E0,-3.486862183E-1,3.816785812E-1
2.408682662E0,1.673748374E0,-3.142237663E-1,2.297773361E-1
2.413712923E0,1.679820180E0,-1.380481720E-1,1.136260033E-1
2.418743131E0,1.504398584E0,1.536846161E-2,1.924495697E-1
2.423773391E0,1.588076591E0,1.654911041E-1,5.395727158E-1
2.428803600E0,1.698779345E0,1.309690475E-1,8.697390556E-1
2.433834329E0,1.625590086E0,5.839538574E-2,9.627337456E-1
2.438864537E0,1.647637725E0,5.525159836E-2,1.039126396E0
2.443894798E0,1.701217651E0,8.506059647E-2,1.130519867E0
2.448925006E0,1.751422644E0,8.035945892E-2,1.246943951E0
2.453955266E0,1.734724522E0,5.207252502E-2,1.260370731E0
2.458985475E0,1.753058672E0,6.368398666E-2,1.368111610E0
2.464019954E0,1.890895486E0,-6.782770157E-2,1.590309143E0
2.469050162E0,2.036280394E0,-2.745699883E-1,1.811215401E0
2.474080423E0,2.206280947E0,-3.955144882E-1,2.077794552E0
2.479110631E0,2.269249678E0,-4.900746346E-1,2.281662464E0
2.484140891E0,2.361574173E0,-5.481715202E-1,2.362370014E0
2.489171152E0,2.305731058E0,-5.378379822E-1,2.385925293E0
2.494205683E0,2.099015474E0,-3.863143921E-1,2.229142666E0
2.499235943E0,1.893468261E0,-2.952938080E-1,2.055460930E0
2.504266152E0,1.704166174E0,-2.266921997E-1,1.903443813E0
2.509296360E0,1.591325521E0,-3.211593628E-1,1.717813015E0
2.514326620E0,1.517462373E0,-4.251341820E-1,1.367002010E0
2.519356829E0,1.450632095E0,-5.665645599E-1,1.013316631E0
2.524388339E0,1.323374867E0,-6.392836571E-1,6.297268867E-1
2.529418548E0,1.238260031E0,-7.237038612E-1,2.584919930E-1
2.534448808E0,1.144563794E0,-7.804765701E-1,-1.108665466E-1
2.539479016E0,1.082630277E0,-8.179454803E-1,-4.842200279E-1
2.544509277E0,1.014130473E0,-8.036875725E-1,-8.293051720E-1
2.549539537E0,1.061531782E0,-8.466610909E-1,-1.130466938E0
2.554562975E0,1.186908841E0,-9.218602180E-1,-1.300264359E0
2.559593183E0,1.278613806E0,-1.035678387E0,-1.471161842E0
2.564623391E0,1.423984170E0,-1.089189529E0,-1.639221191E0
2.569653652E0,1.518504024E0,-1.122767448E0,-1.764245987E0
2.574683912E0,1.524543047E0,-1.126415730E0,-1.856402397E0
2.579714120E0,1.531477451E0,-1.123939991E0,-1.920767307E0
2.584749745E0,1.535258174E0,-1.112731457E0,-1.847710609E0
2.589779954E0,1.562252879E0,-1.097698689E0,-1.575279713E0
2.594810214E0,1.623815536E0,-1.162860870E0,-1.335462570E0
2.599840423E0,1.549964190E0,-1.212705612E0,-1.245087624E0
2.604870683E0,1.506683230E0,-1.252583504E0,-1.138401031E0
2.609900943E0,1.492090583E0,-1.304751873E0,-1.067349911E0
2.614930266E0,1.492351294E0,-1.393620968E0,-8.831334114E-1
2.619960475E0,1.455032110E0,-1.495687485E0,-7.982840538E-1
2.624990735E0,1.342182875E0,-1.549241066E0,-7.356295586E-1
2.630020943E0,1.282917738E0,-1.566647053E0,-6.684961319E-1
2.635051204E0,1.190761566E0,-1.624845028E0,-6.993222237E-1
2.640081412E0,1.094176292E0,-1.654554367E0,-6.556200981E-1
2.645119329E0,1.028862476E0,-1.739716530E0,-6.903276443E-1
2.650149589E0,9.250703454E-1,-1.736774445E0,-7.602272034E-1
2.655179798E0,8.254671693E-1,-1.729559422E0,-8.198194504E-1
2.660210006E0,6.577840447E-1,-1.761033058E0,-8.118042946E-1
2.665240266E0,5.412027836E-1,-1.759314060E0,-8.774414062E-1
2.670270527E0,4.226013720E-1,-1.755431652E0,-9.449701309E-1
2.675325787E0,2.612441778E-1,-1.744287014E0,-1.055334568E0
2.680356048E0,1.734136045E-1,-1.735380650E0,-1.143991947E0
2.685386256E0,1.229377538E-1,-1.735648155E0,-1.180137157E0
2.690416516E0,6.878362596E-2,-1.690013409E0,-1.223731041E0
2.695446725E0,3.961919248E-2,-1.686890602E0,-1.384889603E0
2.700476985E0,-5.172342062E-3,-1.690155029E0,-1.391002178E0
2.705481985E0,-1.322147250E-2,-1.635318756E0,-1.419243336E0
2.710512298E0,-3.930768371E-2,-1.584452629E0,-1.486499786E0
2.715542506E0,-2.391189337E-2,-1.568836689E0,-1.511239529E0
2.720572714E0,-4.351261258E-2,-1.466433048E0,-1.440975189E0
2.725602975E0,-5.561709404E-2,-1.389956474E0,-1.373799324E0
2.730633235E0,-6.775090098E-2,-1.317939758E0,-1.398115635E0
2.735655266E0,-3.225299716E-2,-1.212283134E0,-1.367774963E0
2.740685475E0,-1.872450113E-3,-1.142490864E0,-1.333016396E0
2.745715735E0,1.000761390E-1,-1.048702240E0,-1.396681309E0
2.750745995E0,1.089785695E-1,-8.974113464E-1,-1.429514408E0
2.755776204E0,1.112911999E-1,-7.629375458E-1,-1.326274395E0
2.760806412E0,2.003813982E-1,-6.836147308E-1,-1.292740345E0
2.765867298E0,2.183303237E-1,-5.590410233E-1,-1.283240318E0
2.770897506E0,2.655077279E-1,-4.395813942E-1,-1.187692165E0
2.775927766E0,3.158017397E-1,-3.491778374E-1,-1.065979004E0
2.780957975E0,3.286669254E-1,-2.139225006E-1,-1.056581974E0
2.785988183E0,3.355228901E-1,-9.841203690E-2,-1.001505852E0
2.791018443E0,3.176402450E-1,5.952310562E-2,-9.868564606E-1
2.796019329E0,2.991879582E-1,1.881427765E-1,-9.408745766E-1
2.801049537E0,2.467441559E-1,2.876772881E-1,-8.135585785E-1
2.806079798E0,2.201542854E-1,3.963179588E-1,-7.747182846E-1
2.811110006E0,1.835504174E-1,4.759449959E-1,-7.286815643E-1
2.816140266E0,1.440068781E-1,5.649108887E-1,-6.587657928E-1
2.821170475E0,8.977738023E-2,6.296806335E-1,-6.295237541E-1
2.826203548E0,1.922538877E-2,7.086553574E-1,-6.098361015E-1
2.831233704E0,-4.126304388E-2,8.326854706E-1,-4.488554001E-1
2.836263964E0,-1.205650568E-1,9.918956757E-1,-3.164196014E-1
2.841294225E0,-1.567363143E-1,1.092642307E0,-1.739516258E-1
2.846324485E0,-1.810961962E-1,1.163405895E0,-5.946207047E-2
2.851354693E0,-1.934191585E-1,1.258774757E0,6.099224091E-2
2.856404485E0,-2.176774144E-1,1.330620289E0,1.469721794E-1
2.861434745E0,-1.963452399E-1,1.378810406E0,2.154350281E-1
2.866465006E0,-1.341105700E-1,1.405570030E0,2.642154694E-1
2.871495214E0,-1.144866347E-1,1.456146240E0,3.007359505E-1
2.876525475E0,-1.496181786E-1,1.489924908E0,3.321166039E-1
2.881555683E0,-1.555601656E-1,1.523801804E0,2.339282036E-1
2.886575839E0,-1.320490539E-1,1.541432381E0,1.280407906E-1
2.891606048E0,-8.596992493E-2,1.581510067E0,5.718564987E-2
2.896636256E0,-8.162221313E-2,1.582377434E0,4.099369049E-3
2.901666516E0,-9.232598543E-2,1.539928913E0,-1.274180412E-1
2.906696777E0,-1.462434232E-1,1.543635368E0,-2.591047287E-1
2.911726985E0,-2.530422211E-1,1.562988758E0,-3.006978035E-1
2.916758704E0,-4.490801990E-1,1.541150570E0,-2.840061188E-1
2.921788912E0,-6.247692108E-1,1.521811008E0,-2.407813072E-1
2.926819173E0,-7.972004414E-1,1.450125217E0,-1.736392975E-1
2.931849381E0,-9.141122103E-1,1.342790604E0,-2.513885498E-2
2.936879641E0,-1.009499311E0,1.264380455E0,2.261190414E-1
2.941909850E0,-1.155679822E0,1.219064236E0,4.297757149E-1
2.946955423E0,-1.288186073E0,1.213513374E0,6.460895538E-1
2.951985631E0,-1.423790693E0,1.242435932E0,7.869582176E-1
2.957015839E0,-1.525814772E0,1.276301861E0,9.154438972E-1
2.962046100E0,-1.713230610E0,1.343112469E0,1.132675171E0
2.967076360E0,-1.885269165E0,1.454037666E0,1.298079967E0
2.972106568E0,-1.879533887E0,1.529488087E0,1.515106678E0
2.977119745E0,-1.753912687E0,1.511580467E0,1.719580650E0
2.982149954E0,-1.724243760E0,1.400125980E0,1.775504589E0
2.987180214E0,-1.673051715E0,1.286027431E0,1.762182713E0
2.992210423E0,-1.700501919E0,1.231459618E0,1.665428162E0
2.997240683E0,-1.835316181E0,1.296459198E0,1.508985519E0
3.002270891E0,-1.976943254E0,1.318474293E0,1.278379440E0
3.007322766E0,-2.132741928E0,1.247868538E0,1.123933315E0
3.012353027E0,-2.209737539E0,1.111948013E0,9.036417007E-1
3.017383235E0,-2.263210058E0,9.569487572E-1,6.480593681E-1
3.022413495E0,-2.255372286E0,8.026590347E-1,4.379372597E-1
3.027443704E0,-2.346880674E0,6.376338005E-1,3.061571121E-1
3.032473964E0,-2.370702982E0,4.984884262E-1,2.231421471E-1
3.037516100E0,-2.430543423E0,3.379545212E-1,1.809716225E-1
3.042546360E0,-2.453722954E0,1.063504219E-1,1.837177277E-1
3.047576568E0,-2.214294195E0,-2.142124176E-1,1.966323853E-1
3.052606829E0,-2.021594524E0,-4.550514221E-1,1.970701218E-1
3.057637037E0,-1.930449724E0,-5.176835060E-1,3.687081337E-1
3.062667298E0,-1.785870075E0,-4.806971550E-1,7.369995117E-1
3.067661673E0,-1.657371640E0,-2.985239029E-1,1.122108459E0
3.072691881E0,-1.516720057E0,-1.745786667E-1,1.509714603E0
3.077722141E0,-1.288506269E0,-1.310086250E-1,1.912773609E0
3.082752350E0,-1.061781764E0,-1.374263763E-1,2.330002785E0
3.087782610E0,-8.171372414E-1,-1.614985466E-1,2.748499393E0
3.092812818E0,-6.357182264E-1,-1.662158966E-1,3.088345528E0
3.097866100E0,-5.130471587E-1,-2.150516510E-1,3.322205067E0
3.102896360E0,-4.534155130E-1,-2.042927742E-1,3.365601540E0
3.107926620E0,-4.335718453E-1,-2.472743988E-1,3.394078732E0
3.112956829E0,-5.117850304E-1,-3.928270340E-1,3.339129925E0
3.117987089E0,-5.818458200E-1,-5.843248367E-1,3.335480213E0
3.123017298E0,-6.729286909E-1,-8.177790642E-1,3.321444988E0
3.128029745E0,-8.003425598E-1,-9.911317825E-1,3.144548893E0
3.133059954E0,-9.294630289E-1,-1.212612152E0,2.908202171E0
3.138090214E0,-1.030694962E0,-1.439400673E0,2.689187050E0
3.143120423E0,-1.134839773E0,-1.585415363E0,2.506528378E0
3.148150683E0,-1.256332040E0,-1.664901733E0,2.225931168E0
3.153180891E0,-1.366384864E0,-1.667984486E0,1.940366745E0
3.158214641E0,-1.452877045E0,-1.594271660E0,1.740175247E0
3.163244850E0,-1.467643499E0,-1.539178371E0,1.512372494E0
3.168275110E0,-1.385624528E0,-1.574112892E0,1.223174572E0
3.173305318E0,-1.252579212E0,-1.566822052E0,9.654688835E-1
3.178335579E0,-1.145289302E0,-1.612388611E0,8.295478821E-1
3.183365839E0,-1.013705134E0,-1.568998337E0,6.616458893E-1
3.188396256E0,-9.199604988E-1,-1.493614197E0,5.857391357E-1
3.193426620E0,-8.162012100E-1,-1.363864422E0,5.364046097E-1
3.198456985E0,-7.428650856E-1,-1.246017933E0,4.029936790E-1
3.203487350E0,-7.037853003E-1,-1.161070824E0,1.781392097E-1
3.208517714E0,-5.559039116E-1,-1.127552509E0,3.625917435E-2
3.213548079E0,-3.549842536E-1,-1.116228580E0,3.674125671E-2
3.218589225E0,-2.360044420E-1,-1.155435085E0,5.955982208E-2
3.223619589E0,-1.017726660E-1,-1.163735867E0,1.501231194E-1
3.228649954E0,-1.352787018E-3,-1.184202671E0,2.078547478E-1
3.233680318E0,5.470652878E-2,-1.250453472E0,1.850972176E-1
3.238710683E0,4.356750846E-2,-1.261748314E0,2.563662529E-1
3.243741048E0,6.399539113E-2,-1.268306732E0,3.329033852E-1
3.248762141E0,1.804117858E-2,-1.308551788E0,3.621706963E-1
3.253792506E0,-6.795047224E-2,-1.303407192E0,3.154311180E-1
3.258822870E0,-1.177781224E-1,-1.331931114E0,2.645874023E-1
3.263853235E0,-1.437403858E-1,-1.394005299E0,1.107025146E-2
3.268883600E0,-1.001900882E-1,-1.494332314E0,-2.295536995E-1
3.273913964E0,-4.904058576E-2,-1.623619080E0,-3.445758820E-1
3.278938808E0,-6.497339904E-2,-1.674579620E0,-3.864583969E-1
3.283969173E0,-9.639734030E-2,-1.659613609E0,-4.602727890E-1
3.288999537E0,-9.655655921E-2,-1.624987125E0,-4.338126183E-1
3.294029902E0,-1.483508050E-1,-1.566576481E0,-3.880529404E-1
3.299060266E0,-1.860217154E-1,-1.492226124E0,-4.086437225E-1
3.304090631E0,-1.720333397E-1,-1.433968544E0,-4.206185341E-1
3.309149016E0,-1.574544609E-1,-1.390043259E0,-3.661003113E-1
3.314179433E0,-1.530686319E-1,-1.377748966E0,-4.193997383E-1
3.319209798E0,-1.538814008E-1,-1.385468960E0,-5.657019615E-1
3.324240162E0,-3.827717900E-2,-1.453987598E0,-5.105857849E-1
3.329270475E0,-1.573607028E-1,-1.487275600E0,-6.421499252E-1
3.334300891E0,-3.625138104E-1,-1.394138813E0,-8.264675140E-1
3.339309120E0,-4.957191646E-1,-1.305894375E0,-9.035511017E-1
3.344339485E0,-6.363586187E-1,-1.226939678E0,-1.050872326E0
3.349369850E0,-7.597022057E-1,-1.269490719E0,-1.179918289E0
3.354400214E0,-7.678765059E-1,-1.351709366E0,-1.226385593E0
3.359430579E0,-8.023751974E-1,-1.379201412E0,-1.332366467E0
3.364460943E0,-8.319240212E-1,-1.320279121E0,-1.462413311E0
3.369508339E0,-8.344493508E-1,-1.243858337E0,-1.566685200E0
3.374538756E0,-7.612390518E-1,-1.226075649E0,-1.650300503E0
3.379569120E0,-6.256378293E-1,-1.204436779E0,-1.624912739E0
3.384599485E0,-4.027809501E-1,-1.243502617E0,-1.562423706E0
3.389629850E0,-1.945073903E-1,-1.180392742E0,-1.506036758E0
3.394660214E0,4.361037165E-2,-1.084822655E0,-1.431646347E0
3.399670631E0,2.453625798E-1,-1.035839558E0,-1.372726440E0
3.404700995E0,3.894523978E-1,-9.547762871E-1,-1.211793900E0
3.409731360E0,5.242761970E-1,-8.227043152E-1,-9.991269112E-1
3.414761725E0,6.375598311E-1,-7.213277817E-1,-8.230752945E-1
3.419792089E0,6.838958263E-1,-5.885119438E-1,-7.241845131E-1
3.424822454E0,7.327563167E-1,-4.891500473E-1,-6.112437248E-1
3.429861829E0,7.571887970E-1,-4.093065262E-1,-5.795645714E-1
3.434892245E0,7.043051720E-1,-3.583650589E-1,-5.837216377E-1
3.439922610E0,6.693652272E-1,-3.459877968E-1,-6.163721085E-1
3.444952975E0,6.400423050E-1,-3.099727631E-1,-6.487298012E-1
3.449983339E0,5.942700505E-1,-2.887511253E-1,-6.926431656E-1
3.455013704E0,5.225676298E-1,-2.515287399E-1,-7.645611763E-1
3.460044745E0,4.969770610E-1,-2.128853798E-1,-8.020796776E-1
3.465075110E0,4.409361780E-1,-1.920022964E-1,-8.171744347E-1
3.470105475E0,3.209703565E-1,-1.576771736E-1,-8.936643600E-1
3.475135839E0,2.451553345E-1,-1.123204231E-1,-1.052998543E0
3.480166204E0,2.159590125E-1,-1.132717133E-1,-1.156395435E0
3.485196568E0,1.403394789E-1,-1.194815636E-1,-1.273591995E0
3.490232662E0,9.991870821E-2,-1.498126984E-1,-1.349793434E0
3.495263079E0,1.042528450E-1,-1.633520126E-1,-1.380466938E0
3.500293443E0,1.147226542E-1,-1.620502472E-1,-1.430668831E0
3.505323808E0,5.942127109E-2,-1.576995850E-1,-1.368976593E0
3.510354173E0,-1.850189269E-2,-1.787357330E-1,-1.353671551E0
3.515384537E0,-5.933442712E-2,-2.150821686E-1,-1.310954571E0
3.520409016E0,-4.410579801E-2,-2.065591812E-1,-1.183773518E0
3.525439381E0,-5.443297327E-2,-2.319855690E-1,-9.939393997E-1
3.530469745E0,-6.459049881E-2,-1.906037331E-1,-7.202105522E-1
3.535500110E0,-1.605450660E-1,-1.277632713E-1,-5.446796417E-1
3.540530475E0,-2.223367989E-1,-1.010632515E-1,-3.378968239E-1
3.545560839E0,-2.306320518E-1,-1.486763954E-1,-1.214756966E-1
3.550605995E0,-2.430971712E-1,-1.629762650E-1,1.812434196E-1
3.555636412E0,-3.028656542E-1,-1.774187088E-1,4.576597214E-1
3.560666777E0,-4.244248867E-1,-1.443457603E-1,7.247424126E-1
3.565697089E0,-5.311105251E-1,-8.070230484E-2,9.060964584E-1
3.570727454E0,-6.727509499E-1,1.293182373E-3,1.188624859E0
3.575757870E0,-7.412908673E-1,1.037106514E-1,1.354773521E0
3.580780891E0,-7.816884518E-1,1.063833237E-1,1.508031845E0
3.585811256E0,-7.547010183E-1,1.307878494E-1,1.660940170E0
3.590841620E0,-6.670488119E-1,1.117849350E-1,1.816337109E0
3.595871985E0,-5.570979714E-1,1.275520325E-1,2.022772312E0
3.600902350E0,-4.014500082E-1,1.247382164E-1,2.208996296E0
3.605932714E0,-2.458778918E-1,1.244225502E-1,2.279753685E0
3.610970891E0,-1.168155074E-1,1.284117699E-1,2.266792774E0
3.616001308E0,-1.428708993E-2,9.085702896E-2,2.206437588E0
3.621031673E0,1.045935005E-1,5.726242065E-2,2.048528671E0
3.626062037E0,1.678802669E-1,2.541732788E-2,1.802628040E0
3.631092402E0,2.040158659E-1,2.426052094E-2,1.550012589E0
3.636122766E0,2.268719673E-1,-1.485013962E-2,1.419242382E0
3.641137089E0,2.089015245E-1,-1.149940491E-1,1.258783340E0
3.646167454E0,2.258524001E-1,-2.253813744E-1,1.068272591E0
3.651197818E0,2.426508963E-1,-3.953523636E-1,9.689693451E-1
3.656228183E0,2.481179684E-1,-5.688929558E-1,9.216361046E-1
3.661258548E0,2.504194081E-1,-7.090382576E-1,7.960324287E-1
3.666288912E0,2.339753211E-1,-7.476077080E-1,6.413774490E-1
3.671313756E0,1.688022017E-1,-6.910581589E-1,5.526003838E-1
3.676344120E0,3.955583274E-2,-5.025429726E-1,5.262703896E-1
3.681374485E0,-1.812270284E-2,-1.956381798E-1,6.380829811E-1
3.686404850E0,2.615903318E-2,6.245183945E-2,8.062806129E-1
3.691435214E0,2.249189913E-1,2.886500359E-1,1.093090057E0
3.696465579E0,5.880367756E-1,4.850788116E-1,1.453433990E0
3.701494954E0,1.035079360E0,6.102519035E-1,1.888233185E0
3.706525266E0,1.423944473E0,7.825722694E-1,2.341334343E0
3.711555683E0,1.837925553E0,9.429826736E-1,2.763980865E0
3.716586048E0,2.250361919E0,1.049466610E0,3.092853546E0
3.721616412E0,2.536950111E0,1.246735096E0,3.257348537E0
3.726646777E0,2.757550478E0,1.464050770E0,3.392517567E0
3.731682245E0,2.895075560E0,1.611709595E0,3.513448715E0
3.736712610E0,3.027948380E0,1.719749451E0,3.625545502E0
3.741742975E0,3.099802971E0,1.739439011E0,3.628755569E0
3.746773339E0,3.130798101E0,1.782304764E0,3.650469780E0
3.751803704E0,3.049853563E0,1.761739731E0,3.487371445E0
3.756834068E0,2.960908413E0,1.703709602E0,3.201947212E0
3.761873079E0,2.847945929E0,1.589004993E0,3.002345085E0
3.766903443E0,2.669888020E0,1.431987762E0,2.838165283E0
3.771933808E0,2.540900946E0,1.213681698E0,2.556164742E0
3.776964173E0,2.397820711E0,1.015631199E0,2.228225708E0
3.781994537E0,2.196041584E0,7.688651085E-1,1.949931145E0
3.787024902E0,1.933951735E0,5.747399330E-1,1.682532310E0
3.792053600E0,1.654845238E0,4.219145775E-1,1.279812813E0
3.797083964E0,1.390839338E0,2.588911057E-1,8.584814072E-1
3.802114381E0,1.195582151E0,9.855270386E-2,4.874210358E-1
3.807144745E0,1.050837159E0,-9.644174576E-2,1.038064957E-1
3.812175110E0,9.960121512E-1,-2.867584229E-1,-2.188301086E-1
